"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","QID1","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q2","Q5_1","Q6_1","Q7_1","Q8_1","Q9","Q40_1","COVID_pos","COVID_pos_others","COVID_pers_harm","COVID_pers_concern","COVID_concern_oth","COVID_gen_harm","COVID_comply_percent","COVID_comply_pers","CS_downloaded","CS_notwork_why_1","CS_notwork_why_2","CS_notwork_why_3","CS_notwork_why_4","CS_notwork_why_5","CS_notwork_why_6","gov_approval","COVID_info_source","Q60_1","Q60_2","Q60_3","Q60_4","Q60_5","Q60_6","Q60_7","Q60_8","Q60_9","Q60_10","Q60_11","Q60_12","Q150","Q163_1","Q163_2","Q163_3","Q163_4","Q163_5","Q163_6","Q72_1_1","Q72_1_2","Q72_1_3","Q72_1_4","Q72_1_5","Q72_1_6","Q72_1_7","Q72_1_8","Q72_1_9","Q72_1_10","Q72_1_11","Q72_1_12","Q72_2_1","Q72_2_2","Q72_2_3","Q72_2_4","Q72_2_5","Q72_2_6","Q72_2_7","Q72_2_8","Q72_2_9","Q72_2_10","Q72_2_11","Q72_2_12","Q72_3_1","Q72_3_2","Q72_3_3","Q72_3_4","Q72_3_5","Q72_3_6","Q72_3_7","Q72_3_8","Q72_3_9","Q72_3_10","Q72_3_11","Q72_3_12","Q72_4_1","Q72_4_2","Q72_4_3","Q72_4_4","Q72_4_5","Q72_4_6","Q72_4_7","Q72_4_8","Q72_4_9","Q72_4_10","Q72_4_11","Q72_4_12","Q72_5_1","Q72_5_2","Q72_5_3","Q72_5_4","Q72_5_5","Q72_5_6","Q72_5_7","Q72_5_8","Q72_5_9","Q72_5_10","Q72_5_11","Q72_5_12","Q72_6_1","Q72_6_2","Q72_6_3","Q72_6_4","Q72_6_5","Q72_6_6","Q72_6_7","Q72_6_8","Q72_6_9","Q72_6_10","Q72_6_11","Q72_6_12","Q72_7_1","Q72_7_2","Q72_7_3","Q72_7_4","Q72_7_5","Q72_7_6","Q72_7_7","Q72_7_8","Q72_7_9","Q72_7_10","Q72_7_11","Q72_7_12","Q72_8_1","Q72_8_2","Q72_8_3","Q72_8_4","Q72_8_5","Q72_8_6","Q72_8_7","Q72_8_8","Q72_8_9","Q72_8_10","Q72_8_11","Q72_8_12","Q72_9_1","Q72_9_2","Q72_9_3","Q72_9_4","Q72_9_5","Q72_9_6","Q72_9_7","Q72_9_8","Q72_9_9","Q72_9_10","Q72_9_11","Q72_9_12","Q76_1_1","Q76_1_2","Q76_1_3","Q76_1_4","Q76_1_5","Q76_1_6","Q76_1_7","Q76_1_8","Q76_1_9","Q76_1_10","Q76_1_11","Q76_1_12","Q76_2_1","Q76_2_2","Q76_2_3","Q76_2_4","Q76_2_5","Q76_2_6","Q76_2_7","Q76_2_8","Q76_2_9","Q76_2_10","Q76_2_11","Q76_2_12","Q76_3_1","Q76_3_2","Q76_3_3","Q76_3_4","Q76_3_5","Q76_3_6","Q76_3_7","Q76_3_8","Q76_3_9","Q76_3_10","Q76_3_11","Q76_3_12","Q76_4_1","Q76_4_2","Q76_4_3","Q76_4_4","Q76_4_5","Q76_4_6","Q76_4_7","Q76_4_8","Q76_4_9","Q76_4_10","Q76_4_11","Q76_4_12","Q76_5_1","Q76_5_2","Q76_5_3","Q76_5_4","Q76_5_5","Q76_5_6","Q76_5_7","Q76_5_8","Q76_5_9","Q76_5_10","Q76_5_11","Q76_5_12","Q76_6_1","Q76_6_2","Q76_6_3","Q76_6_4","Q76_6_5","Q76_6_6","Q76_6_7","Q76_6_8","Q76_6_9","Q76_6_10","Q76_6_11","Q76_6_12","Q76_7_1","Q76_7_2","Q76_7_3","Q76_7_4","Q76_7_5","Q76_7_6","Q76_7_7","Q76_7_8","Q76_7_9","Q76_7_10","Q76_7_11","Q76_7_12","Q76_8_1","Q76_8_2","Q76_8_3","Q76_8_4","Q76_8_5","Q76_8_6","Q76_8_7","Q76_8_8","Q76_8_9","Q76_8_10","Q76_8_11","Q76_8_12","Q76_9_1","Q76_9_2","Q76_9_3","Q76_9_4","Q76_9_5","Q76_9_6","Q76_9_7","Q76_9_8","Q76_9_9","Q76_9_10","Q76_9_11","Q76_9_12","Q63_1","Q63_2","Q63_3","Q63_4","Q63_5","Q65_1","Q65_2","Q65_3","Q65_4","Q65_5","Q65_6","Q65_7","Q65_8","Q65_9","Q65_10","Q65_11","Q65_12","Q65_13","Q65_14","Q65_15","Q65_16","Q12_1","Q12_2","Q12_3","Q12_4","Q12_5","Q13","Q64_1","Q64_2","Q64_3","Q64_4","Q64_8","Q38","id","eqtid","mean_subjective_numeracy","berlin_oneItem"
"2022/3/23 4:13","2022/3/23 4:24",0,"58.189.92.114",100,661,1,"2022/3/23 4:24","R_1FlGZF6esbwITXj",NA,NA,NA,NA,35.38400269,136.2695007,"anonymous","JA",3,NA,NA,NA,1,NA,NA,NA,6,6,5,5,5,NA,0,1,5,3,3,3,70,5,2,NA,NA,NA,NA,NA,NA,1,5,1,4,5,5,5,5,5,5,5,5,5,5,1,1,2,5,4,3,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,3,3,3,2,3,3,3,3,4,2,3,3,3,3,3,3,3,4,4,4,4,2,NA,1,NA,NA,NA,"特にない","LV3efF1IyaFW","5ff052c44334ca6682c4e066452a55d68e22c33d",3.8,1
"2022/3/22 21:49","2022/3/23 4:28",0,"133.32.129.140",100,23973,1,"2022/3/23 4:28","R_1NwPUgFcabR74iv",NA,NA,NA,NA,35.68969727,139.6895142,"anonymous","JA",2,1,1,NA,NA,NA,NA,2,5,3,4,5,6,4,0,0,4,4,4,4,50,4,2,NA,NA,NA,NA,NA,NA,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,2,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,NA,NA,NA,NA,1,"","ddtv2ZlZFwH5","5ff052c44334ca6682c4e066452a55d68e22c33d",5,0
"2022/3/23 4:19","2022/3/23 4:29",0,"110.133.212.249",100,628,1,"2022/3/23 4:29","R_0wTadvpruluiGtj",NA,NA,NA,NA,35.43429565,139.6466064,"anonymous","JA",3,1,1,NA,1,NA,NA,NA,4,3,5,4,4,NA,0,1,5,3,3,3,80,4,2,NA,NA,NA,NA,NA,NA,4,5,4,4,5,5,4,4,4,4,4,4,4,4,1,1,5,3,4,2,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,2,3,4,4,1,NA,NA,1,1,NA,"とくになし","G1SR9OnOglCH","5ff052c44334ca6682c4e066452a55d68e22c33d",3.4,0
"2022/3/23 4:45","2022/3/23 4:50",0,"153.240.142.11",100,318,1,"2022/3/23 4:50","R_33qfNossxxOsqU8",NA,NA,NA,NA,35.56410217,139.7184143,"anonymous","JA",3,1,1,1,1,NA,NA,NA,6,5,4,5,3,NA,0,0,4,5,4,3,80,4,2,NA,NA,NA,NA,NA,NA,3,5,5,5,6,4,5,4,4,4,5,5,2,2,1,1,2,5,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,3,5,5,4,4,5,5,5,5,4,5,4,4,5,4,5,4,6,6,4,6,6,2,NA,NA,NA,NA,1,"","hW9K1diq0xyR","5ff052c44334ca6682c4e066452a55d68e22c33d",5.6,1
"2022/3/23 4:41","2022/3/23 4:53",0,"220.158.125.215",100,705,1,"2022/3/23 4:53","R_UWLX0keGwvXUxk5",NA,NA,NA,NA,35.17619324,136.8825989,"anonymous","JA",2,1,1,NA,NA,NA,NA,6,5,4,5,4,4,6,0,1,4,4,4,4,40,4,2,NA,NA,NA,NA,NA,NA,2,5,2,5,5,4,5,4,5,4,2,4,2,2,1,1,2,3,5,4,6,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,4,4,4,2,2,4,4,3,4,4,3,3,4,4,4,3,2,4,4,3,5,4,5,4,3,4,NA,NA,NA,NA,1,"","AsAE0LQFdj3H","5ff052c44334ca6682c4e066452a55d68e22c33d",4.2,0
"2022/3/23 4:47","2022/3/23 4:58",0,"133.204.208.128",100,662,1,"2022/3/23 4:58","R_STP2Si9AxJuHDb3",NA,NA,NA,NA,36.50239563,138.1217957,"anonymous","JA",2,NA,NA,NA,NA,NA,1,7,7,6,3,4,5,6,0,0,4,4,4,5,50,7,0,1,NA,1,NA,NA,NA,3,5,4,5,5,5,5,4,2,5,6,6,4,5,1,1,3,5,2,4,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,5,4,4,4,4,5,4,3,4,3,3,4,5,4,3,4,4,3,3,3,3,2,1,NA,NA,NA,NA,"","pELhOAmxz1gY","5ff052c44334ca6682c4e066452a55d68e22c33d",3.2,1
"2022/3/23 4:59","2022/3/23 5:04",0,"124.214.36.192",100,345,1,"2022/3/23 5:04","R_31AFlaaYbHbU8LH",NA,NA,NA,NA,35.64680481,139.6546021,"anonymous","JA",4,NA,NA,NA,NA,NA,NA,NA,1,1,8,4,6,7,0,0,3,2,2,2,30,4,2,NA,NA,NA,NA,NA,NA,3,6,2,2,1,1,1,2,2,2,2,2,2,2,1,3,4,2,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,3,4,4,4,4,3,5,5,5,5,5,4,NA,NA,NA,NA,1,"","ftxVO6oDVkEf","5ff052c44334ca6682c4e066452a55d68e22c33d",5,0
"2022/3/23 5:04","2022/3/23 5:14",0,"121.86.152.155",100,597,1,"2022/3/23 5:14","R_2dQHs5dNrhQONpx",NA,NA,NA,NA,34.68690491,135.5210876,"anonymous","JA",3,1,1,1,1,NA,NA,NA,6,5,6,6,5,NA,0,1,4,4,4,3,80,4,2,NA,NA,NA,NA,NA,NA,3,5,4,5,5,4,5,4,4,4,4,4,1,1,1,2,1,5,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,5,4,4,5,5,5,5,4,5,4,4,4,4,4,4,3,5,5,5,5,5,1,NA,NA,NA,NA,1,"","8MCPItVJixvZ","5ff052c44334ca6682c4e066452a55d68e22c33d",5,0
"2022/3/23 5:07","2022/3/23 5:14",0,"106.167.40.2",100,409,1,"2022/3/23 5:14","R_21i9tyFP18oNBQG",NA,NA,NA,NA,35.68930054,139.6899109,"anonymous","JA",4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,2,2,2,2,0,9,2,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,2,NA,NA,NA,NA,1,"","HrQgs1bBweFl","5ff052c44334ca6682c4e066452a55d68e22c33d",6,1
"2022/3/23 5:17","2022/3/23 5:22",0,"153.132.175.227",100,313,1,"2022/3/23 5:22","R_1LdNVI4OrKiLTEb",NA,NA,NA,NA,38.27330017,140.8731995,"anonymous","JA",2,1,NA,NA,1,NA,NA,6,4,4,4,4,4,4,0,0,3,3,3,3,60,3,2,NA,NA,NA,NA,NA,NA,3,1,4,2,4,4,6,1,1,2,4,4,1,2,1,3,1,5,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,2,1,NA,NA,NA,NA,"","2v6OqbjWf2rj","5ff052c44334ca6682c4e066452a55d68e22c33d",3.6,1
"2022/3/23 4:14","2022/3/23 5:26",0,"126.182.1.141",100,4272,1,"2022/3/23 5:26","R_28On8NK0WvjprPL",NA,NA,NA,NA,35.68969727,139.6895142,"anonymous","JA",4,NA,NA,NA,NA,NA,NA,NA,4,3,3,7,5,1,0,0,5,5,5,5,70,8,2,NA,NA,NA,NA,NA,NA,5,2,6,6,6,6,6,6,4,6,6,6,5,5,1,1,2,6,3,5,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,4,4,5,5,4,3,5,5,5,5,4,5,3,5,5,4,3,2,1,3,4,1,1,NA,NA,NA,1,NA,"","ghMGBNuxnFTv","5ff052c44334ca6682c4e066452a55d68e22c33d",2.2,0
"2022/3/23 5:22","2022/3/23 5:28",0,"180.197.20.157",100,360,1,"2022/3/23 5:28","R_2zT0CnQCDalPo0a",NA,NA,NA,NA,35.18580627,136.90271,"anonymous","JA",2,1,1,NA,1,NA,NA,4,5,3,6,2,2,4,0,0,2,3,3,3,30,4,2,NA,NA,NA,NA,NA,NA,2,5,2,2,2,2,2,2,2,4,2,2,2,2,1,2,3,6,4,5,1,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,NA,NA,NA,NA,1,"","ia5wzQPnxrsr","5ff052c44334ca6682c4e066452a55d68e22c33d",3.2,1
