StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Attitude_1_1,Attitude_2_1,Benefit_1_1,Benefit_2_1,Risk_1_1,Risk_2_1,Q9,Q10,Q11,Q12,Q13,Info_Info_1,Info_Info_2,Info_Info_3,Info_Info_4,Info_Info_5,Info_Info_6,Info_Info_7,Info_Info_8,Info_Info_9,Info_Info_10,Info_Info_11,Info_Info_12,Info_Cred_1,Info_Cred_2,Info_Cred_3,Info_Cred_4,Info_Cred_5,Info_Cred_6,Info_Cred_7,Info_Cred_8,Info_Cred_9,Info_Cred_10,Info_Cred_11,Info_Cred_12,Info_Cred_13,H_Num1,H_Num2,H_Num3,H_Num4,H_Num5,Q22,id,eqtid
2022/11/1 11:40,2022/11/1 11:44,0,49.98.1.57,100,210,1,2022/11/1 11:44,R_1CKEbXsyfsHMi5R,,,,,34.6837,135.5236,anonymous,JA,3,1,1,4,4,4,4,4,3,3,3,3,3,3,2,4,5,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,2,2,4,4,,abDVFvcBPytm,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:31,2022/11/1 11:45,0,133.201.78.225,100,825,1,2022/11/1 11:45,R_1qh3FUBqjESWfcq,,,,,35.4805,139.6417,anonymous,JA,0,0,0,3,5,4,3,4,3,5,1,3,4,3,3,2,2,2,2,6,7,5,5,6,5,1,5,6,5,5,2,5,4,3,5,4,5,1,4,5,6,5,5,4,4,2,2,2,4,なし,cfYBj9wqmC57,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:38,2022/11/1 11:45,0,203.136.245.72,100,427,1,2022/11/1 11:45,R_3po6eJVOGPXcjtv,,,,,35.7268,139.833,anonymous,JA,0,0,0,5,1,7,4,1,3,5,3,3,5,5,5,3,3,5,3,4,4,4,7,7,7,1,1,1,7,7,7,4,4,4,7,7,7,1,4,4,1,7,7,7,4,2,3,2,4,特に無し,2kNNYSMAAkyn,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:26,2022/11/1 11:45,0,126.40.203.128,100,1171,1,2022/11/1 11:45,R_2pQ9Hc4kwGIq8Br,,,,,43.0459,141.3543,anonymous,JA,0,0,1,4,1,4,4,1,3,3,2,2,4,3,2,2,2,3,5,2,2,2,2,2,4,2,2,2,4,4,4,3,4,4,3,4,4,1,3,3,4,3,3,3,4,3,2,3,2,特にありません。,RWRSWmn3tOR3,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:40,2022/11/1 11:46,0,153.164.10.142,100,373,1,2022/11/1 11:46,R_2rTKuvrvJffjAFP,,,,,35.179,136.8939,anonymous,JA,3,0,0,5,1,3,4,4,1,2,3,4,5,3,4,3,3,3,1,5,5,3,2,4,2,4,5,5,1,2,4,5,4,3,3,2,5,1,4,5,6,2,2,3,4,2,3,2,4,,r1arDp5t8auX,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:38,2022/11/1 11:46,0,106.129.66.7,100,497,1,2022/11/1 11:46,R_6EayHl9eY0qFjAB,,,,,35.6897,139.6895,anonymous,JA,0,0,1,1,1,1,4,1,5,5,1,1,5,5,3,3,1,1,2,5,1,1,7,7,7,1,1,1,7,5,1,1,1,1,7,6,6,1,1,1,6,7,5,1,4,2,3,2,1,,5ULVbkDePED0,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:25,2022/11/1 11:46,0,58.190.57.156,100,1267,1,2022/11/1 11:46,R_32LV7qClkp9k93d,,,,,34.7423,135.3144,anonymous,JA,2,0,1,5,5,4,4,4,2,3,3,4,3,2,4,3,5,4,1,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,4,4,4,4,4,2,4,2,3,1,2,,yroANzWTL85k,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:43,2022/11/1 11:47,0,114.148.175.8,100,231,1,2022/11/1 11:47,R_1E1nqPkzbytohb4,,,,,37.9497,139.3112,anonymous,JA,3,0,0,4,4,4,3,4,2,3,3,3,4,3,3,3,3,3,5,4,4,4,4,4,4,4,4,6,4,4,4,3,3,4,4,4,3,1,6,4,5,5,4,4,1,1,2,2,2,,CobYolFPgEDT,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:44,2022/11/1 11:48,0,106.133.168.105,100,230,1,2022/11/1 11:48,R_07BXFH4qdVHARoJ,,,,,34.6837,135.5236,anonymous,JA,3,1,0,4,2,3,5,5,1,1,2,3,4,3,2,3,2,4,5,4,4,2,6,2,2,1,2,1,5,4,1,2,3,3,1,2,2,1,2,2,6,2,2,2,4,1,3,1,2,特にありません,SJJGnEzCbP7E,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:44,2022/11/1 11:52,0,153.173.72.5,100,440,1,2022/11/1 11:52,R_1nZRziAoGwNMsuJ,,,,,43.0875,141.3335,anonymous,JA,3,0,0,6,6,5,4,5,1,3,3,5,5,3,3,3,3,4,6,5,5,5,6,5,6,4,4,4,3,4,2,5,5,4,5,4,5,1,3,2,4,1,2,1,4,2,3,2,2,事実に基づかないで自己判断で誤解をしていることが多いかもしれないと自省,isRHm17LVaQv,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:48,2022/11/1 11:53,0,153.246.141.92,100,281,1,2022/11/1 11:53,R_1PdRTHICz7WZdkb,,,,,35.4343,139.6466,anonymous,JA,4,0,0,5,5,4,4,4,2,3,4,4,3,2,4,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,3,2,2,,4yggSeKYJA4Y,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:47,2022/11/1 11:53,0,213.18.119.116,100,367,1,2022/11/1 11:53,R_3qk9wZIIUeK2XpN,,,,,35.0885,134.7424,anonymous,JA,2,0,1,3,3,3,4,3,3,3,2,2,4,3,2,3,3,3,5,4,3,4,5,5,5,5,4,5,4,5,5,3,3,4,5,5,4,1,5,4,5,5,5,5,4,2,3,2,2,専門的で難しかった,Ilfxm9fkKgzV,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:50,2022/11/1 11:54,0,132.147.119.214,100,252,1,2022/11/1 11:54,R_0SRJLtYm5SgFrsl,,,,,1.3051,103.8447,anonymous,JA,3,1,1,2,2,4,6,2,2,2,3,4,5,3,5,4,3,2,2,4,6,5,5,5,5,6,4,5,6,6,5,4,6,5,5,5,5,6,4,5,6,6,3,5,4,2,2,3,3,,bKH8V6eOeQPk,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:48,2022/11/1 11:55,0,106.172.87.110,100,455,1,2022/11/1 11:56,R_3nUXk2UmHtFgHMi,,,,,37.9022,139.0181,anonymous,JA,4,0,0,4,6,4,5,5,2,2,3,4,4,3,4,4,4,3,5,6,6,6,5,4,5,4,5,3,4,4,4,5,5,5,5,5,5,1,5,4,6,4,4,4,3,2,3,2,2,,WhJaGzFW1RdF,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:51,2022/11/1 11:56,0,118.8.211.128,100,303,1,2022/11/1 11:56,R_2dHpXOi07RSikg3,,,,,36.3661,140.4283,anonymous,JA,3,0,0,5,6,5,7,6,1,1,5,4,4,3,4,3,4,4,5,5,5,4,4,3,4,4,4,4,3,3,4,6,5,4,4,5,4,3,4,4,4,4,4,3,4,4,2,2,2,,TsqbvqIxztiJ,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:53,2022/11/1 11:57,0,220.108.59.110,100,271,1,2022/11/1 11:57,R_1hQHbqca9Pv7vol,,,,,35.179,136.8939,anonymous,JA,3,0,0,4,5,3,2,2,1,1,3,3,3,2,5,2,2,4,7,5,5,5,4,4,5,3,4,3,4,3,4,4,4,4,4,4,4,1,3,4,3,3,3,3,1,2,2,2,1,,WWFlQSKpLvRb,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:00,2022/11/1 12:02,0,115.37.241.128,100,102,1,2022/11/1 12:02,R_RQwYSBdmV57E6DD,,,,,35.179,136.8939,anonymous,JA,3,0,0,5,5,5,5,4,3,4,2,4,4,2,3,4,4,4,5,5,5,4,4,4,5,6,4,5,5,5,5,4,4,3,5,3,5,1,6,4,5,5,4,5,2,3,1,3,2,,cTcp44qvSP5x,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:55,2022/11/1 12:02,0,118.241.181.216,100,420,1,2022/11/1 12:02,R_8dAwnDz4kTF7bsl,,,,,35.7313,139.666,anonymous,JA,3,0,1,7,4,1,4,5,1,1,3,2,3,3,5,5,3,4,2,7,7,7,7,7,7,2,4,1,2,1,2,7,7,7,7,7,7,1,1,4,1,1,1,1,4,3,3,2,3,,LLOkZj75MJfg,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:00,2022/11/1 12:04,0,60.125.66.56,100,214,1,2022/11/1 12:04,R_3HwElDq1dagpDao,,,,,35.6893,139.6899,anonymous,JA,2,0,1,4,1,4,4,4,3,3,3,3,3,3,3,2,2,2,3,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,3,,DwCD7JN6ZsDc,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:57,2022/11/1 12:06,0,60.237.230.34,100,564,1,2022/11/1 12:06,R_3ENlwjfb5hVvBPu,,,,,37.8836,138.9724,anonymous,JA,3,0,0,5,4,4,5,4,2,2,3,4,4,3,3,3,3,3,5,5,5,5,5,4,4,4,5,4,4,4,4,5,5,5,5,4,4,1,4,4,4,4,4,4,4,2,2,2,1,このようなアンケートがあると参考になる。,z8bPmhZdWR09,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:01,2022/11/1 12:06,0,219.98.132.90,100,306,1,2022/11/1 12:07,R_0GPcBeYlW3aVNu1,,,,,35.6893,139.6899,anonymous,JA,3,0,0,4,5,5,4,5,3,4,3,3,4,3,2,3,3,2,5,3,4,4,5,4,4,4,4,4,4,4,3,3,4,3,3,4,4,3,4,4,4,4,4,4,2,2,3,2,2,難しかったです。,SCYcpWoIQH9W,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:55,2022/11/1 12:07,0,106.133.50.137,100,685,1,2022/11/1 12:07,R_2xJo1rqA5mc3uKJ,,,,,35.6893,139.6899,anonymous,JA,0,0,0,6,2,4,4,4,2,3,4,4,3,2,2,3,2,2,4,5,5,5,3,2,3,4,3,2,4,3,3,3,3,5,5,3,5,1,4,4,4,3,5,3,4,2,3,2,1,,BzUfogf0hckC,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:00,2022/11/1 12:08,0,118.240.37.171,100,494,1,2022/11/1 12:08,R_1OVIulPQAKjcqN6,,,,,35.4343,139.6466,anonymous,JA,3,0,0,6,7,6,3,6,1,1,5,5,1,1,5,2,2,4,4,7,7,7,5,7,7,5,6,4,2,2,1,7,7,7,5,7,7,1,4,6,4,2,2,2,4,2,3,2,4,,HvWV97iVUiww,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:05,2022/11/1 12:09,0,182.21.68.69,100,256,1,2022/11/1 12:09,R_3MfIqI2Zbj8vKHk,,,,,35.4343,139.6466,anonymous,JA,3,0,1,6,5,5,4,4,1,3,4,4,3,1,3,3,3,3,3,6,6,5,2,4,6,2,5,5,1,2,2,6,6,5,3,3,5,1,3,3,5,1,3,1,4,2,3,2,4,,OiqceeNzQx8T,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:58,2022/11/1 12:09,0,133.106.134.51,100,638,1,2022/11/1 12:09,R_25MCPLWbfQW0vCQ,,,,,35.6897,139.6895,anonymous,JA,3,0,1,7,7,5,3,7,1,1,5,4,3,1,4,4,3,4,5,7,7,6,5,7,5,4,4,4,3,4,2,7,7,7,4,5,5,1,3,3,4,3,1,3,4,2,3,1,2,数字が重なると分かりにくい。,TSiLAK9ywWPR,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:02,2022/11/1 12:09,0,157.205.79.230,100,421,1,2022/11/1 12:09,R_3PX233a7q2Eol24,,,,,35.4805,139.6417,anonymous,JA,2,0,0,6,6,2,4,2,2,2,3,4,2,2,3,3,3,2,1,6,6,6,2,4,2,3,5,5,5,3,4,6,6,7,6,6,6,1,3,4,6,4,4,3,4,2,3,2,1,,ypqIoymejn4y,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:06,2022/11/1 12:10,0,126.234.150.18,100,271,1,2022/11/1 12:10,R_1exB64SbDN0WE8G,,,,,35.6893,139.6899,anonymous,JA,0,0,0,5,3,2,5,2,3,2,3,3,2,3,4,3,3,3,5,5,4,4,4,5,5,5,5,4,4,5,5,4,4,4,4,4,4,1,4,4,3,5,5,4,4,2,2,3,1,,tcD7RetY9J46,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:01,2022/11/1 12:11,0,139.101.23.188,100,597,1,2022/11/1 12:11,R_1DwZO1TCcUnolyB,,,,,34.512,135.4291,anonymous,JA,3,1,1,4,4,4,6,6,1,2,2,4,4,3,3,5,3,3,1,5,2,3,5,5,5,2,2,4,5,5,4,5,5,3,4,5,5,1,1,3,4,5,2,1,1,2,3,2,1,,IwL8kwzM9wjP,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:07,2022/11/1 12:12,0,126.133.238.212,100,270,1,2022/11/1 12:12,R_37r8ahjjWfLzIk1,,,,,35.6897,139.6895,anonymous,JA,3,0,1,7,6,4,5,6,2,3,4,4,4,3,1,3,4,2,5,6,7,6,5,5,5,6,6,6,3,4,2,6,6,5,5,5,5,1,5,6,4,3,4,3,4,3,2,2,3,,6Nd5secwPVwW,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:11,2022/11/1 12:13,0,115.38.109.148,100,114,1,2022/11/1 12:13,R_11ZvAdaBKcMt6qu,,,,,34.9702,138.3935,anonymous,JA,3,0,0,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,1,5,4,5,4,3,3,4,4,1,2,2,3,,71IDMOvAdWoY,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:07,2022/11/1 12:13,0,61.7.3.81,100,368,1,2022/11/1 12:13,R_1eWWt6BpRAWsTqI,,,,,33.2804,129.8762,anonymous,JA,2,0,0,3,3,2,3,3,3,3,3,3,5,4,3,2,2,2,1,4,5,3,5,5,4,5,4,3,3,4,4,4,3,4,3,5,5,1,4,4,5,4,3,5,4,2,3,1,4,とくになし,bUkzGkcvUfwf,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:10,2022/11/1 12:15,0,126.76.226.50,100,326,1,2022/11/1 12:15,R_Rzyop39R5bU1Nol,,,,,35.7074,139.9955,anonymous,JA,0,0,0,5,2,2,7,6,1,2,3,4,5,4,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,2,3,2,4,,f4Fpsq04NF6s,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:05,2022/11/1 12:17,0,153.173.8.20,100,719,1,2022/11/1 12:17,R_3ndxhwlv03XzXmX,,,,,43.0873,141.358,anonymous,JA,0,0,0,4,2,3,1,2,2,3,2,2,4,3,2,2,3,2,3,5,4,5,5,6,4,2,4,6,2,4,4,5,4,4,5,4,5,1,6,4,6,5,4,4,4,2,3,1,4,,IQvLivuh2rlB,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:14,2022/11/1 12:21,0,133.106.63.35,100,441,1,2022/11/1 12:21,R_1gOuwdHAT0LUvtk,,,,,35.6897,139.6895,anonymous,JA,3,0,0,4,4,3,4,2,3,1,1,5,2,1,3,2,2,2,5,5,7,3,3,3,3,3,3,1,4,3,3,7,7,3,6,6,5,1,3,4,3,3,3,2,4,2,3,2,3,特になし,YN3iE0Wm75yc,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:16,2022/11/1 12:22,0,36.11.228.213,100,369,1,2022/11/1 12:22,R_UKDR9Pp2cns3Rg5,,,,,35.6897,139.6895,anonymous,JA,3,0,0,5,5,3,4,5,2,3,3,4,4,3,2,3,3,3,1,6,5,4,4,5,4,4,3,4,4,4,2,5,4,3,4,4,3,1,4,3,4,4,4,2,4,2,3,2,2,,i8eM1jPwXRF0,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:17,2022/11/1 12:24,0,1.75.224.171,100,428,1,2022/11/1 12:24,R_1pPORtJxLYJzpuj,,,,,35.6893,139.6899,anonymous,JA,4,0,1,6,5,4,4,5,1,2,2,2,3,2,3,3,3,3,3,5,5,5,5,5,4,4,4,4,5,4,4,5,4,4,5,5,5,1,4,3,4,4,4,3,4,2,2,1,4,,NBqq0ZUp1F8O,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:18,2022/11/1 12:25,0,124.38.47.178,100,390,1,2022/11/1 12:25,R_w1U5fJ8KpPn6w7L,,,,,35.8691,139.6582,anonymous,JA,0,0,1,5,1,3,2,2,4,3,4,3,5,3,2,1,3,2,4,6,5,4,4,3,3,4,3,3,4,4,4,3,4,3,3,4,3,1,4,4,5,5,4,2,1,2,3,2,1,なし,AMLFSCIRpOfB,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:19,2022/11/1 12:26,0,122.132.170.182,100,429,1,2022/11/1 12:26,R_2UgPTZfV3u4w7FD,,,,,35.8152,139.5845,anonymous,JA,0,0,1,1,1,1,2,1,2,3,1,1,5,5,3,2,3,4,6,2,3,4,2,4,5,3,2,4,6,5,6,3,3,3,3,4,5,1,2,5,4,4,6,6,4,2,2,1,3,むずかしかった,W553tcFa46wk,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:19,2022/11/1 12:31,0,180.144.64.84,100,711,1,2022/11/1 12:31,R_294BwGGICjAUwK8,,,,,34.6946,135.5021,anonymous,JA,0,0,0,5,1,6,1,1,3,3,4,4,1,1,1,2,2,1,6,5,4,4,6,1,6,1,1,2,1,1,1,5,5,2,1,1,6,1,1,1,1,1,1,1,4,2,3,2,4,,fhEa4cQyZrVX,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:30,2022/11/1 12:33,0,218.251.52.204,100,180,1,2022/11/1 12:33,R_2dpaeIpIxibYzJP,,,,,34.6837,135.5236,anonymous,JA,2,0,1,5,5,5,5,5,3,3,4,4,4,5,2,3,3,3,5,5,6,5,2,3,3,6,4,4,3,3,5,5,3,3,2,5,1,1,3,3,3,4,4,3,4,2,3,1,3,,j1rsRGHi50ns,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 11:42,2022/11/1 12:34,0,133.207.160.32,100,3070,1,2022/11/1 12:34,R_3F3TXJB51LsRkj7,,,,,35.0954,138.8589,anonymous,JA,0,0,0,4,1,1,4,1,3,3,3,3,4,4,3,2,2,4,1,4,4,4,5,5,5,4,5,3,5,6,5,4,4,4,4,4,5,1,4,4,4,4,5,5,1,2,3,3,3,,3YlgJMeSJ3vQ,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:34,2022/11/1 12:35,1,,100,52,1,2022/11/1 12:35,R_2tuq33dCl6mPHdG,,,,,35.0203,135.7602,preview,JA,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,test1101,,
2022/11/1 12:28,2022/11/1 12:35,0,113.150.66.192,100,412,1,2022/11/1 12:35,R_1doZ4PC4tig4C2T,,,,,35.7064,139.5633,anonymous,JA,3,0,0,5,3,6,2,4,3,3,4,4,4,3,4,2,2,2,5,5,5,6,4,5,4,5,5,5,4,4,4,5,4,5,4,4,4,1,5,5,5,4,4,4,4,2,3,2,4,,LhzOE6lf6IQ7,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:27,2022/11/1 12:35,0,106.155.4.200,100,506,1,2022/11/1 12:35,R_3kpnGAZoo5KVCLf,,,,,35.6893,139.6899,anonymous,JA,0,0,0,5,1,3,1,1,1,5,1,3,3,3,4,1,1,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,ない,ozf1MwmsQWqt,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:39,2022/11/1 12:42,0,126.166.227.165,100,177,1,2022/11/1 12:42,R_1rNgiPEAb5mt8L0,,,,,35.6897,139.6895,anonymous,JA,3,0,0,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,,sOsOVjGbn8x6,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:38,2022/11/1 12:45,0,180.16.127.212,100,430,1,2022/11/1 12:45,R_3suVUIg0682OQTq,,,,,35.6893,139.6899,anonymous,JA,4,0,0,6,6,4,5,6,1,1,5,3,3,1,5,4,3,4,5,5,5,4,4,4,4,4,4,4,4,4,3,5,4,4,4,6,5,1,4,3,6,4,3,4,4,2,3,2,2,,mnPgcjcy2IoY,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:39,2022/11/1 12:45,1,,100,378,1,2022/11/1 12:45,R_WupMjB32fH0HmO5,,,,,35.0203,135.7602,preview,JA,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,test1101v2,,
2022/11/1 12:31,2022/11/1 12:46,0,111.89.108.7,100,875,1,2022/11/1 12:46,R_1qX4Zvup8uD8Qaw,,,,,34.6653,135.4709,anonymous,JA,2,1,1,5,5,2,6,4,2,2,4,4,4,4,3,3,4,2,5,2,2,5,5,5,5,5,5,2,5,5,2,2,2,5,2,5,5,1,2,5,2,2,2,2,4,2,3,1,2,,BSLR7aosefFJ,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:44,2022/11/1 12:47,0,118.21.136.172,100,213,1,2022/11/1 12:47,R_2Eppn0VdHtpYlMN,,,,,35.6893,139.6899,anonymous,JA,3,0,0,3,2,4,2,2,3,3,3,3,3,3,2,3,3,3,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,1,nadesu,n80kO7pxEFx4,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:41,2022/11/1 12:48,0,123.216.91.188,100,426,1,2022/11/1 12:48,R_3RvWNwmnHU6aRjq,,,,,35.6056,140.1237,anonymous,JA,0,0,1,4,1,4,4,1,1,2,3,4,5,3,4,4,4,4,5,4,4,4,7,4,7,1,4,4,4,4,4,4,1,3,4,4,4,1,4,4,6,6,3,5,1,2,3,2,3,,BmwScT4Dt3oS,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:38,2022/11/1 12:49,0,60.116.238.155,100,620,1,2022/11/1 12:49,R_1Fm52GT7DsXDVhy,,,,,35.6897,139.6895,anonymous,JA,3,0,0,6,5,4,3,5,3,2,4,4,2,2,2,2,2,3,5,6,6,6,5,5,5,5,5,3,5,3,4,6,6,5,5,5,6,1,5,5,4,5,5,4,4,2,3,2,2,参考になる部分があった,60v6OZcTRnba,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:45,2022/11/1 12:49,0,106.73.136.96,100,250,1,2022/11/1 12:49,R_1rjC8pqvsXEiS4O,,,,,35.6143,140.1062,anonymous,JA,2,1,1,7,7,2,7,7,1,1,5,5,2,1,5,5,5,5,2,2,7,7,4,3,3,6,6,3,4,3,3,5,7,6,5,6,5,1,5,6,4,3,3,3,2,3,2,2,2,とても自分自身の勉強になりました。,sjo2F114fa1Z,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:35,2022/11/1 12:49,0,126.157.141.255,100,874,1,2022/11/1 12:49,R_2wT7lvXVjD74O0T,,,,,35.6897,139.6895,anonymous,JA,3,0,1,6,7,5,6,7,1,1,4,4,3,4,2,3,3,2,5,5,4,4,5,5,5,2,5,6,4,3,4,4,4,4,4,4,4,1,4,4,5,4,4,3,4,2,3,2,2,算数があり、面白かった。,n5wqIsDx4tQx,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:35,2022/11/1 12:50,0,115.135.25.124,100,893,1,2022/11/1 12:50,R_24q4x57eWb87h82,,,,,3.0609,101.7524,anonymous,JA,3,0,0,2,2,2,2,2,3,4,2,2,5,4,3,2,3,2,6,2,3,2,6,6,6,3,4,4,5,5,4,3,3,3,6,5,6,1,4,3,4,4,4,4,4,2,3,2,2,このようなアンケートをもっと早く、また大々的にマスメディアを使って行って戴きたかった。,jR4rNu56l7BZ,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:36,2022/11/1 12:55,0,150.66.99.65,100,1095,1,2022/11/1 12:55,R_A0Y4bMvggIkP757,,,,,35.6897,139.6895,anonymous,JA,3,0,0,3,2,2,3,3,2,3,2,2,3,2,2,2,2,2,5,5,5,4,5,5,5,5,5,5,5,5,2,6,5,4,6,6,6,1,6,5,6,6,5,3,4,2,3,2,2,,kN2XHCYZ58NE,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:54,2022/11/1 12:55,1,,100,46,1,2022/11/1 12:55,R_2CwRkgGGfBsPkOJ,,,,,35.0203,135.7602,preview,JA,5,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,test1101v3,,
2022/11/1 12:49,2022/11/1 12:56,0,180.60.148.137,100,386,1,2022/11/1 12:56,R_zZKQ1M3WXQXSegF,,,,,35.1743,136.8931,anonymous,JA,3,0,0,4,4,2,4,4,2,3,3,3,4,3,3,4,4,3,5,5,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,1,4,5,4,4,5,4,4,2,3,1,2,,2uAysoGBPttN,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:45,2022/11/1 13:01,0,125.4.119.203,100,938,1,2022/11/1 13:01,R_3fCYe7sm8C64KEO,,,,,34.6986,135.5079,anonymous,JA,0,1,0,4,1,1,4,1,3,3,1,3,5,5,2,3,2,3,5,4,3,3,4,4,5,4,4,4,5,5,5,3,3,3,4,4,4,1,4,4,4,5,5,5,4,2,2,2,2,,jOmgdNhkVhkp,fe7495ade47184a0c00172174b0db134d5040a8a
2022/11/1 12:48,2022/11/1 13:02,0,126.77.212.147,100,853,1,2022/11/1 13:02,R_8tUIvmAwjJe6pdD,,,,,35.6887,139.745,anonymous,JA,2,0,1,6,4,4,4,5,1,1,4,4,4,2,3,3,4,3,2,6,6,6,5,3,5,4,4,2,3,4,4,5,5,5,5,5,5,1,4,5,5,5,5,4,4,2,3,1,2,,3aCRWWakA9fX,fe7495ade47184a0c00172174b0db134d5040a8a
