StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,Q57_1,Q47,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q33_9,Q33_10,Q33_11,Q35,Q16_1,Q39_1,Q40_1,Q41_1,Q42_1,Q53,Q56,Q55,Q54,Q21,Q18,Q22,Q43_1,Q19,Q20,Q36,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q51_1,Q59_1,Q52_1,Q60_1,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_6,Q58_7,Q58_8,Q58_9,Q61_1,Q50,Q46_1,Q29,Q27,id,eqtid
2021/8/27 20:57,2021/8/27 21:03,0,126.88.224.56,100,372,1,2021/8/27 21:03,R_u3SghMv1XoTyLJL,,,,,35.728302,139.7218933,anonymous,JA,2,1,4,3,3,1,1,5,1,4,2,4,4,1,6,2,5,1,1,1,3,1,1,1,4,4,3,1,,,1,3,1,4,3,5,5,4,2,5,4,8,7,8,8,1,1,1,1,1,4,4,6,7,3,1,1,3,1,1,5,5,7,4,7,3,1,50,特になし,rS1aFzT4AYLH,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:04,2021/8/27 21:06,0,218.220.175.84,100,120,1,2021/8/27 21:06,R_3EuQbJy7oFJmLEG,,,,,34.49879456,135.6051941,anonymous,JA,2,17,4,2,2,2,2,2,2,2,2,2,2,2,7,9,4,4,6,6,4,4,4,4,5,5,5,5,,,1,3,4,4,4,4,3,3,3,3,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,dgdse,xquFOH3xTXIF,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:05,2021/8/27 21:08,0,126.142.204.5,100,206,1,2021/8/27 21:08,R_ZlrFM0po5H5TWNP,,,,,34.68510437,135.5136108,anonymous,JA,1,17,4,3,3,2,3,4,3,4,4,4,4,3,6,9,6,4,6,5,4,4,4,4,5,5,5,1,2,,,2,4,4,5,3,3,3,5,2,5,6,6,6,6,1,1,2,3,1,4,4,4,4,4,1,1,5,4,4,4,4,4,4,5,6,4,5,,Zq2C67WXsbsN,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:05,2021/8/27 21:20,0,60.74.89.149,100,911,1,2021/8/27 21:20,R_2zpdhFVBFov0C1c,,,,,35.68969727,139.6895142,anonymous,JA,2,17,4,3,3,3,3,4,3,4,3,3,4,3,7,9,4,3,5,5,2,2,1,2,4,2,3,4,1,,,4,3,4,3,3,5,4,4,4,3,4,7,5,5,4,4,4,4,1,4,4,4,4,5,4,4,4,4,3,3,4,4,4,5,4,5,50%,ワクチンを摂取する事が絶対に良いのか迷いがあります。迷わずに受けられたら良いのですが？,gMGvxcnwu18p,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:16,2021/8/27 21:21,0,111.99.206.24,100,274,1,2021/8/27 21:21,R_3D10qGzIJvAXoVo,,,,,35.71769714,139.6264954,anonymous,JA,2,17,4,2,4,5,1,4,4,5,3,4,3,3,6,9,6,6,7,4,4,4,4,4,4,5,5,1,,1,,2,3,3,6,4,5,4,5,4,6,6,7,5,5,1,2,2,2,2,4,4,4,4,4,1,2,2,2,4,4,4,4,4,4,6,5,20,,iEjbWFZUAM69,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:13,2021/8/27 21:23,0,61.125.64.201,100,638,1,2021/8/27 21:23,R_2aqsd0OxtHL5TzJ,,,,,34.69219971,135.1816101,anonymous,JA,2,16,4,4,4,5,3,4,4,4,4,5,5,3,6,9,4,4,4,6,4,4,4,4,4,5,5,1,1,,,2,2,3,5,2,4,4,2,3,3,7,7,5,6,3,5,4,5,1,3,4,5,5,6,3,6,5,6,1,1,5,5,5,4,4,5,20,,td4IUftqyleh,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:22,2021/8/27 21:24,0,58.188.109.142,100,87,1,2021/8/27 21:24,R_1gOb5JCHUUiO9jT,,,,,34.68280029,135.1908875,anonymous,JA,2,17,3,3,3,2,3,2,2,3,4,4,1,2,5,10,4,5,6,7,2,3,3,3,3,1,5,6,,1,,4,2,3,3,4,4,3,3,4,4,6,6,6,7,3,4,4,4,3,2,5,4,3,5,3,5,3,3,4,4,3,5,3,6,4,5,30,なし,QTpbY6qBJEWN,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:19,2021/8/27 21:25,0,210.194.155.42,100,360,1,2021/8/27 21:25,R_1ohg414qZN3MEqN,,,,,35.70770264,139.4814148,anonymous,JA,2,17,3,3,3,4,4,3,3,2,3,3,2,3,5,10,2,4,6,4,3,2,2,1,4,2,3,5,1,,,2,4,3,2,4,3,3,2,3,2,6,5,6,5,1,1,2,2,1,2,2,4,3,7,2,2,3,2,2,3,2,5,3,4,4,5,20,なし,AMLFSCIRpOfB,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:14,2021/8/27 21:25,0,128.27.72.207,100,639,1,2021/8/27 21:25,R_2pRmmphixeTnRQM,,,,,34.70930481,134.8287048,anonymous,JA,2,14,2,4,3,1,2,3,1,4,3,3,3,4,7,9,5,4,9,6,3,3,4,4,4,2,3,2,,1,,2,4,4,5,1,5,4,4,4,5,6,6,6,6,4,4,4,4,1,2,3,2,4,5,1,1,3,5,1,2,3,6,1,5,5,4,70,,VpXJiF5D4kua,07ec68e4080afd6b83525ee500ebda56b8a83e93
2021/8/27 21:13,2021/8/27 21:28,0,175.131.188.124,100,881,1,2021/8/27 21:28,R_3EGZXTYQU4lBnFZ,,,,,42.89860535,143.0914001,anonymous,JA,2,17,1,1,1,1,1,4,1,1,1,1,1,1,7,1,4,4,6,1,3,1,1,1,4,4,3,1,1,,,1,4,4,5,4,5,4,4,4,3,1,6,1,6,1,2,2,2,1,4,4,4,4,4,6,6,6,6,6,6,6,6,6,5,6,4,50,特になし,HXlbIbGFZXkN,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:26,2021/8/27 21:28,0,106.180.11.2,100,146,1,2021/8/27 21:28,R_2X6hAsJ22DXthJp,,,,,35.68870544,139.7449951,anonymous,JA,1,16,5,,,,,,,,,,,,,9,4,6,6,6,2,2,2,4,5,4,3,4,2,,,2,3,5,5,4,3,4,5,4,4,6,6,6,6,4,4,6,6,6,6,5,3,6,6,5,6,5,5,5,5,5,5,6,5,4,4,50,,aRd81hM5oHXp,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:23,2021/8/27 21:31,0,42.60.150.78,100,505,1,2021/8/27 21:31,R_ZafZhW1rdYW9CKt,,,,,1.303604126,103.8554077,anonymous,JA,2,17,6,,,,,,,,,,,,,10,5,6,1,8,4,2,2,4,4,2,5,1,1,,,1,1,3,6,1,6,3,2,4,6,9,9,6,7,4,5,5,6,1,3,5,5,5,7,3,5,6,1,5,5,5,5,6,4,4,6,70,,bKH8V6eOeQPk,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:25,2021/8/27 21:32,0,14.11.211.0,100,416,1,2021/8/27 21:32,R_3Ev7qv8bvwDnqNX,,,,,34.73609924,136.5220032,anonymous,JA,2,17,4,4,3,3,3,4,3,4,3,3,4,3,7,9,4,4,6,6,3,4,2,4,4,2,3,5,1,,,4,3,4,4,5,4,4,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,60,特になし,c2L1l0bTIr9C,07ec68e4080afd6b83525ee500ebda56b8a83e93
2021/8/27 21:06,2021/8/27 21:36,0,60.70.88.226,100,1767,1,2021/8/27 21:36,R_3qUQu65e334JV7e,,,,,35.79490662,139.7333984,anonymous,JA,2,14,2,3,4,3,3,4,4,4,4,5,4,4,7,10,6,3,8,1,1,2,1,2,2,2,2,1,2,,,5,2,1,5,5,6,5,5,5,2,5,6,8,8,6,6,2,2,1,6,4,4,5,7,6,6,5,1,6,1,1,1,4,5,4,4,65,中国の武漢で発生したものなのに、テレビや専門家などは武漢ウイルスと言わずにコロナ連呼。シナから圧力や金でも貰ってるんですか?,qunDc33P8DtR,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:32,2021/8/27 21:38,0,111.239.153.72,100,315,1,2021/8/27 21:38,R_1dp1wVIjQwMoBPu,,,,,35.68969727,139.6895142,anonymous,JA,2,17,2,3,3,2,3,4,2,3,3,3,3,3,7,1,1,1,9,1,3,4,1,4,4,2,3,5,,,1,5,4,4,4,4,3,3,3,5,5,8,5,7,5,4,5,4,4,5,4,5,4,5,5,4,6,5,4,5,2,5,4,5,5,1,4,30,,F8XxHxlB5NqJ,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:34,2021/8/27 21:39,0,59.136.249.49,100,288,1,2021/8/27 21:39,R_3jU5s3oAqK1o8bH,,,,,35.86779785,139.9884949,anonymous,JA,2,14,6,,,,,,,,,,,,,10,4,4,1,5,4,4,4,4,4,1,2,2,,2,,1,2,4,5,5,6,4,4,6,6,5,5,5,5,3,3,3,3,1,3,3,3,4,4,4,4,4,4,3,3,3,5,4,4,5,4,35,特にない,7DJ1g1WbkyzF,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:38,2021/8/27 21:41,0,114.182.29.231,100,224,1,2021/8/27 21:41,R_1gMeT39zUTIF90k,,,,,35.67080688,139.7009888,anonymous,JA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,6,5,3,4,4,4,4,2,3,5,2,,,6,2,3,5,3,3,1,2,2,2,6,6,4,6,4,4,4,3,2,3,3,2,4,4,2,4,7,3,4,4,3,3,3,5,3,1,1,,xb2nfjG8sT1C,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:35,2021/8/27 21:43,0,180.233.101.244,100,490,1,2021/8/27 21:43,R_sXWutktBsOcSPT3,,,,,36.0296936,139.3923035,anonymous,JA,2,17,6,,,,,,,,,,,,,2,2,4,1,5,4,1,4,4,2,5,5,1,,1,,3,4,3,5,4,4,4,5,4,6,7,6,5,5,2,3,2,3,1,2,1,2,4,4,1,5,5,4,4,1,3,6,5,2,3,4,20,特にないです,xAy0coUnNOFe,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:41,2021/8/27 21:44,0,101.128.234.107,100,166,1,2021/8/27 21:44,R_239ICCwN5hBiK3H,,,,,40.81340027,140.7478027,anonymous,JA,2,1,3,2,4,4,2,2,3,2,2,2,3,2,7,8,3,4,5,6,4,4,4,4,5,5,5,2,1,,,4,3,3,4,3,3,4,3,5,3,7,6,6,5,2,3,3,4,1,3,3,3,4,3,1,2,5,1,1,1,4,5,1,4,6,3,20,,DX6W4FKKXCJ2,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:35,2021/8/27 21:45,0,106.167.231.247,100,618,1,2021/8/27 21:45,R_3lRe0uaefMPixZy,,,,,35.42289734,139.6489868,anonymous,JA,2,18,6,,,,,,,,,,,,,2,4,2,4,7,3,3,2,2,2,2,3,5,,,1,3,2,4,4,6,5,5,3,5,3,9,9,7,7,3,3,4,4,1,4,2,2,3,5,4,4,5,5,2,2,2,4,5,6,1,5,20,,HACoAEEIoNSk,07ec68e4080afd6b83525ee500ebda56b8a83e93
2021/8/27 21:35,2021/8/27 21:46,0,59.190.95.142,100,648,1,2021/8/27 21:46,R_26fg5VCqdzOcZEZ,,,,,34.65150452,134.9851074,anonymous,JA,2,17,6,,,,,,,,,,,,,2,4,6,4,6,3,2,1,3,4,2,3,5,1,,,5,3,5,2,4,1,4,2,1,4,8,4,6,8,2,4,1,3,1,1,1,1,2,6,4,4,4,4,1,1,1,2,4,4,4,5,20,,WlzfLo2LRQKI,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:37,2021/8/27 21:48,0,114.183.235.247,100,645,1,2021/8/27 21:48,R_3eqpEvkCCTBEpjS,,,,,35.66690063,139.6940918,anonymous,JA,2,1,4,3,4,4,3,5,4,4,5,3,4,4,4,9,4,4,6,1,4,4,4,4,4,2,4,4,2,,,4,1,5,2,2,5,5,2,6,4,1,6,1,1,2,2,3,3,1,5,4,4,7,6,1,1,6,6,7,4,4,7,6,5,1,2,70,,nkTMNXQLCRKn,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:27,2021/8/27 21:51,0,126.205.212.159,100,1432,1,2021/8/27 21:51,R_aXA9eDQ3RzYpELn,,,,,35.68969727,139.6895142,anonymous,JA,2,19,6,,,,,,,,,,,,,9,4,6,1,7,3,1,3,4,4,2,3,7,1,,,3,2,2,5,5,4,5,4,4,3,8,8,7,7,5,5,5,5,1,4,4,4,4,6,5,5,5,5,4,4,4,4,6,6,4,6,70,,WqV3oFQNJeJH,07ec68e4080afd6b83525ee500ebda56b8a83e93
2021/8/27 21:53,2021/8/27 21:58,0,14.13.144.96,100,270,1,2021/8/27 21:58,R_3MKUbMdO4ekizAs,,,,,34.65859985,134.975708,anonymous,JA,2,14,2,1,4,1,1,3,4,3,3,5,1,3,6,9,4,4,7,4,4,4,4,4,4,4,3,2,,2,,2,4,2,6,1,5,5,4,3,5,7,6,5,6,1,4,3,4,1,2,2,5,5,6,1,5,5,1,3,1,5,6,4,4,4,7,50,,Ir0v0JoFhWFQ,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:53,2021/8/27 21:59,0,118.3.191.76,100,348,1,2021/8/27 21:59,R_bPkv2Envob468BH,,,,,34.69459534,135.5021057,anonymous,JA,2,14,5,,,,,,,,,,,,,12,5,6,1,6,4,2,2,3,4,3,3,1,,,1,5,3,2,5,2,5,4,3,2,3,5,5,5,4,2,2,2,2,2,3,3,2,2,3,4,3,3,4,3,3,4,3,3,4,3,4,10,特にない,xdj0ACSOtQaP,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:56,2021/8/27 22:04,0,153.184.161.73,100,466,1,2021/8/27 22:04,R_t05SRNvNC9nQ0bn,,,,,35.17959595,136.9165955,anonymous,JA,2,17,6,,,,,,,,,,,,,10,5,5,5,6,3,4,4,4,4,5,5,1,,2,,3,5,3,6,4,4,4,5,3,5,6,6,6,6,2,2,4,4,1,4,4,4,5,4,2,5,5,5,4,3,4,4,4,5,4,4,30,わかりにくい,xzVA6wpZVfcz,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:50,2021/8/27 22:05,0,119.229.185.69,100,932,1,2021/8/27 22:05,R_1KwflwW4jxVjyae,,,,,34.49879456,135.6051941,anonymous,JA,2,19,6,,,,,,,,,,,,,2,6,6,1,7,3,2,1,3,4,2,3,6,,1,,4,3,3,3,5,4,4,5,5,3,8,5,6,6,5,5,5,5,1,3,3,4,4,4,5,5,5,5,2,3,3,3,3,7,6,6,10,長い。いつ終わるのかわからない。,LWHydh3xmGyi,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 21:59,2021/8/27 22:11,0,106.180.25.14,100,701,1,2021/8/27 22:11,R_1C3FF9TimChKP4j,,,,,35.68969727,139.6895142,anonymous,JA,2,14,5,,,,,,,,,,,,,9,4,3,1,1,2,2,2,1,5,5,1,1,,,2,3,4,3,5,3,4,3,4,3,4,8,7,6,6,2,3,4,3,7,2,2,2,4,3,5,1,6,4,2,2,4,4,3,2,4,2,3,安心出来るコロナワクチンを作って欲しい,rJJfFIDfaDqG,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:04,2021/8/27 22:13,0,60.151.220.152,100,543,1,2021/8/27 22:13,R_3CCQGdDRqBlTSlM,,,,,35.18649292,136.8994141,anonymous,JA,2,16,3,3,3,3,3,3,3,3,3,3,3,3,5,9,4,4,6,4,2,2,2,1,4,4,3,2,,2,,3,4,4,4,4,4,5,3,4,4,7,7,7,6,4,4,4,4,1,4,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,50,回答しずらい,M7rjooKNuVWI,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:18,2021/8/27 22:25,0,153.225.248.63,100,456,1,2021/8/27 22:25,R_1lrSaNqhu8xwuKE,,,,,36.18319702,140.2616882,anonymous,JA,2,17,7,,,,,,,,,,,,,12,7,7,1,5,3,2,1,3,5,4,3,1,,1,,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,4,4,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,5,4,4,80,,wts0dG6yN9eN,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:27,2021/8/27 22:33,0,125.13.226.111,100,384,1,2021/8/27 22:33,R_2b0FtQ2kUP3hoEW,,,,,33.86610413,130.8710022,anonymous,JA,2,14,2,4,5,4,3,5,5,5,4,5,5,5,7,8,2,3,4,1,3,3,4,4,4,5,3,2,,,1,5,4,3,6,5,2,6,5,5,3,4,5,5,4,2,2,3,3,1,3,2,6,6,6,5,5,6,6,7,6,6,7,5,6,3,5,50,,ebCU5oi0xNeE,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:28,2021/8/27 22:35,0,113.20.229.110,100,412,1,2021/8/27 22:35,R_1kLDEDSXXOXH58K,,,,,35.02980042,135.9360962,anonymous,JA,2,17,3,1,2,3,2,5,4,4,2,4,4,3,6,9,4,5,5,6,3,2,1,1,4,3,3,1,2,,,3,2,3,3,3,5,4,5,4,5,7,6,6,7,3,5,3,2,1,3,3,2,3,6,3,3,5,5,5,3,2,2,5,4,6,5,60,特にない,TAoVzdzQ6grQ,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:34,2021/8/27 22:38,0,114.16.97.76,100,240,1,2021/8/27 22:38,R_2rIQ3f6K0U0I4q9,,,,,36.02529907,138.1126099,anonymous,JA,2,17,3,3,4,5,5,1,4,3,5,4,2,3,6,8,4,4,6,7,2,3,1,2,3,1,2,1,2,,,1,1,3,5,2,5,4,3,6,5,4,7,5,5,2,4,6,2,1,6,6,1,5,7,1,4,5,5,4,4,1,6,5,6,3,5,590,難しかった,jm392TOcae2N,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:33,2021/8/27 22:45,0,121.105.134.244,100,740,1,2021/8/27 22:45,R_3FPV7iSOvAZU08g,,,,,35.96150208,139.620697,anonymous,JA,2,17,4,3,3,1,1,3,4,3,4,1,2,3,6,8,4,6,5,6,3,3,1,3,4,2,3,7,1,,,1,2,5,5,2,6,5,4,3,3,8,7,4,8,6,6,6,6,1,1,1,2,4,6,5,5,7,1,1,1,1,6,4,6,4,6,50,,5mZu8rB21DyO,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:38,2021/8/27 22:46,0,14.8.96.1,100,523,1,2021/8/27 22:46,R_sIoEzXwieLh5dE5,,,,,36.62199402,138.1791077,anonymous,JA,2,16,7,,,,,,,,,,,,,9,4,6,6,6,2,3,1,1,4,2,3,7,,1,,4,4,4,4,4,4,4,4,3,4,5,7,7,7,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,5,6,90,,mB55mVWpIhBn,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:44,2021/8/27 22:49,0,106.157.175.48,100,306,1,2021/8/27 22:49,R_10NTKarAAX3QVcP,,,,,33.71589661,132.7078857,anonymous,JA,2,16,7,,,,,,,,,,,,,9,5,5,5,6,2,2,1,1,2,2,2,4,,1,,6,1,6,1,5,1,4,1,5,2,8,7,7,8,5,5,6,5,1,5,5,6,5,7,5,5,5,5,6,5,5,5,5,6,2,5,10,,TiP1ApogxMUV,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:42,2021/8/27 22:52,0,126.166.229.32,100,564,1,2021/8/27 22:52,R_269GTeBAbxKjEEg,,,,,35.68969727,139.6895142,anonymous,JA,2,16,5,,,,,,,,,,,,,9,3,4,4,5,3,2,1,4,4,3,2,4,,,1,5,2,3,5,4,5,6,5,4,3,6,6,8,7,3,3,3,3,1,2,1,2,2,5,4,5,5,1,5,5,5,5,5,2,4,4,10,,3j0ImH8ooHrT,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:49,2021/8/27 22:55,0,111.239.185.23,100,313,1,2021/8/27 22:55,R_3qHYSLx5h294Bxg,,,,,35.68969727,139.6895142,anonymous,JA,2,17,5,,,,,,,,,,,,,8,3,5,5,6,3,2,2,2,4,2,4,4,1,,,2,2,5,3,2,5,5,3,5,5,7,6,5,5,3,4,5,5,4,4,3,4,5,5,4,4,5,5,4,4,3,4,4,5,3,4,20,,eg4YwEmJRJQt,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:51,2021/8/27 22:55,0,118.2.28.209,100,265,1,2021/8/27 22:55,R_3MGtlQKQP4KpNyx,,,,,34.39779663,132.4525146,anonymous,JA,2,18,6,,,,,,,,,,,,,9,4,5,5,5,3,1,2,1,4,2,3,6,,1,,3,4,4,5,5,5,6,4,4,3,6,6,6,6,4,5,4,4,1,2,3,5,5,5,4,4,4,4,3,3,4,4,5,5,4,5,20,特にない,CwlYQFXc56FG,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:55,2021/8/27 22:57,0,118.87.146.92,100,124,1,2021/8/27 22:57,R_1F9Txlb8VhiiDS0,,,,,35.70739746,139.9955139,anonymous,JA,2,17,7,,,,,,,,,,,,,9,4,4,6,6,2,2,2,3,4,1,1,1,,,1,3,4,4,2,4,4,4,3,2,3,6,6,6,6,4,3,5,5,1,3,4,5,3,4,3,4,5,4,4,2,4,4,3,5,6,4,10,なし,YmqhPVG80iEw,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:56,2021/8/27 23:00,0,106.172.10.129,100,252,1,2021/8/27 23:00,R_1oAqr4qxEKCxnVm,,,,,43.12069702,141.3435974,anonymous,JA,2,17,7,,,,,,,,,,,,,12,4,6,1,6,4,4,4,4,5,5,5,1,,,1,4,4,4,4,4,4,4,4,4,4,9,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,5,6,6,40,,r1kIh1iBwUo2,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:52,2021/8/27 23:03,0,60.70.236.174,100,657,1,2021/8/27 23:03,R_dhY9jRcRgIiCrFD,,,,,35.68969727,139.6895142,anonymous,JA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,9,4,4,1,6,3,2,1,1,4,2,3,4,2,,,3,2,3,4,3,5,5,4,4,4,5,5,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,3,3,70,とくになし,5pMzZNZSMwjL,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:53,2021/8/27 23:03,0,153.196.198.136,100,617,1,2021/8/27 23:03,R_2zoTf7P0YL9nRLh,,,,,35.18649292,136.8994141,anonymous,JA,2,16,4,4,4,4,4,5,5,5,5,4,4,3,5,8,3,4,5,4,3,2,2,1,4,2,3,6,,2,,5,3,5,3,5,6,6,3,5,6,7,6,5,6,2,3,4,4,1,2,1,5,6,5,3,3,5,4,2,2,5,6,6,6,4,4,60,特になし,xb648tiMw2wc,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:54,2021/8/27 23:05,0,133.32.224.228,100,669,1,2021/8/27 23:05,R_1GTTwULhrNfQ1Mz,,,,,35.64190674,139.702301,anonymous,JA,2,17,6,,,,,,,,,,,,,10,3,4,5,1,4,4,4,4,4,5,3,1,,,1,4,3,3,5,3,4,4,5,3,5,8,4,6,7,1,1,3,3,1,4,4,5,6,2,4,4,4,4,6,4,6,6,4,4,3,1,3,,3cW88QMv8Mte,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 23:02,2021/8/27 23:06,0,60.147.150.145,100,230,1,2021/8/27 23:06,R_3RllsSx2kot5SwV,,,,,35.71769714,139.6264954,anonymous,JA,2,18,7,,,,,,,,,,,,,9,4,3,6,6,3,2,2,2,4,2,3,4,,,2,3,2,2,3,4,3,2,3,3,3,6,6,6,6,4,3,4,3,3,4,2,1,6,5,4,4,1,2,3,3,3,3,4,5,3,3,25,ない,GVZSHY21JVQb,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 23:05,2021/8/27 23:09,0,133.106.180.138,100,224,1,2021/8/27 23:09,R_1jB11nUcVJth8jW,,,,,35.66690063,139.6940918,anonymous,JA,2,19,6,,,,,,,,,,,,,11,5,4,7,6,3,2,2,2,4,2,2,1,2,,,6,5,6,5,4,4,6,5,4,5,7,6,8,7,3,2,2,3,3,2,3,4,2,3,4,3,3,4,3,4,4,5,3,6,4,4,10,ない,B5uKvrqRCDHZ,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 22:37,2021/8/27 23:10,0,182.163.38.27,100,2012,1,2021/8/27 23:10,R_2aEScMJwwWYtzIx,,,,,33.24049377,131.6122131,anonymous,JA,2,14,3,1,2,1,1,4,3,2,2,4,1,2,7,1,4,4,7,1,3,2,2,1,4,2,3,6,,2,,5,4,4,2,5,2,2,4,3,4,7,5,1,1,2,2,2,3,1,4,5,4,4,3,4,4,4,4,4,5,4,4,4,5,3,6,20,何が、正しくて間違いか、判断に苦しむ日々です。ワクチン、ワクチンとワクチン祭りになっている感じもします。ワクチンに対して良いことしか、報道されてない、リスクをもっと説明するべき、その上で一人一人の判断に任せるべき。10年後20年後のリスクの説明もない,qIrCEOcgSpM6,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 23:07,2021/8/27 23:10,0,14.12.130.194,100,181,1,2021/8/27 23:11,R_W2Mx8TdPn64jX9L,,,,,31.38999939,130.2833862,anonymous,JA,2,17,4,3,3,3,3,3,3,2,3,3,5,2,7,9,4,4,6,6,3,4,3,2,4,3,3,2,,1,,4,4,4,4,5,4,4,4,3,4,6,6,6,6,4,4,5,5,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,5,3,4,95,特になし,24tSdIR6B7k5,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 23:08,2021/8/27 23:16,0,118.2.103.177,100,483,1,2021/8/27 23:16,R_uf9WNK9wAhbo4eJ,,,,,34.39779663,132.4525146,anonymous,JA,2,1,7,,,,,,,,,,,,,11,4,6,4,1,2,2,1,1,4,3,5,2,,,2,1,1,3,5,3,6,5,2,2,5,8,7,6,5,3,5,3,5,1,3,3,4,5,6,1,1,6,1,6,4,1,5,4,6,6,6,70,特になし,2JBkFxQG2Yvy,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
2021/8/27 23:03,2021/8/27 23:19,0,123.255.128.59,100,987,1,2021/8/27 23:19,R_2S9vKkNRIaQ7f1X,,,,,34.39779663,132.4525146,anonymous,JA,2,17,3,4,4,3,1,5,5,5,5,3,4,3,7,10,5,5,7,4,4,4,4,4,4,5,5,1,,1,,1,3,4,4,4,6,5,4,3,3,7,6,6,6,2,5,4,5,1,4,4,5,5,5,1,1,5,1,1,1,5,5,1,4,6,4,50,特にありません。,Xn0RccmReOy9,a50b6090c02f05f170a04ce5e3fa5d8ef6cf802d
